titles,lastest_Chap,types,views,follows,condition,discription,teasers,links 
Ma Kiếm Sĩ Xuyên Không Lập Kiếm Làm Harem,Chapter 22,"Thể loại:Action, Adult, Adventure, Fantasy, Harem, Manga, Romance, Seinen, Slice of Life, Xuyên Không",Tình trạng:Đang tiến hành,Bình luận:1.527,Tác giả:Fukuryu - Saya Kojima,Cũng như mấy thằng main đi sang dị giới lập harem nhưng thằng này thích lập harem với mấy cây kiếm biến hình.,//st.nettruyenup.com/data/comics/133/ma-kiem-si-xuyen-khong-lap-kiem-lam-hare-9842.jpg,https://www.nettruyenup.com/truyen-tranh/ma-kiem-si-xuyen-khong-lap-kiem-lam-harem-218930
Thợ Săn Gacha Cấp SSS,Chapter 66,"Thể loại:Action, Adventure, Fantasy, Manhwa, Supernatural, Truyện Màu, Webtoon",Lượt xem:5.684K,Theo dõi:76K,Tình trạng:Đang tiến hành,"Mọi cố gắng trong mấy năm qua để trở thành thuật sĩ của mình để làm gì chứ, cuối cùng chỉ là công cốc mà thôi! Nhưng cô gái này là ai? Cô ta đến đây để làm gì? Còn cái hệ thống GACHA này nữa?! Rôt cuộc tất cả chuyện này là gì đây?!",//st.nettruyenup.com/data/comics/185/tho-san-gacha-cap-sss.jpg,https://www.nettruyenup.com/truyen-tranh/tho-san-gacha-cap-sss-493376
Đồ Đệ Của Ta Đều Là Đại Phản Phái,Chapter 40,Tình trạng:Đang tiến hành,Bình luận:2.827,Ngày cập nhật:1 ngày trước,Lượt xem:3.685K,"Lục Châu tỉnh lại sau giấc ngủ, bỗng trở thành tổ sư gia ma đầu cường đại nhất, già nhất, thế gian; còn có chín tên đồ đệ với tội ác chồng chất, uy chấn thiên hạ . Đại đồ đệ là giáo chủ của U Minh giáo, có thủ hạ là ngàn vạn ma chúng, nhị đồ đệ Kiếm Ma một lời không hợp liền khai sát giới...... Không có một thân tu vi, làm thế nào để điều giáo đám ác đồ này đây. Đại đồ đệ Vu Chính Hải: Lão phu cả đời này đánh đâu thắng đó, ngoại sư phụ lão nhân gia ông ta ra, thì ai cũng đừng hòng cưỡi lên đầu ta. Thất đồ đệ Tư Vô Nhai: Sư phụ bất tử, bọn ta ăn ngủ không yên mà......",//st.nettruyenup.com/data/comics/149/do-de-cua-ta-deu-la-dai-phan-phai.jpg,https://www.nettruyenup.com/truyen-tranh/do-de-cua-ta-deu-la-dai-phan-phai-75413
Dũng Giả Được Chuyển Sinh Tới Thế Giới Hiện Đại,Chapter 37,"Thể loại:Action, Adventure, Chuyển Sinh, Comedy, Drama, Manga, School Life, Seinen, Slice of Life",Lượt xem:481K,Theo dõi:9.647,Tình trạng:Đang tiến hành,"August, một dũng giả đã thách thức Quỷ Vương, toàn bộ đồng đội và thế giới của hắn đã bị Quỷ vương hủy diệt. August sau khi chết được chuyển sinh vào một cậu nhóc mẫu giáo ở Trái Đất ,con đường tập hợp những người đồng đội cũ để bảo vệ thế giới một lần nữa bắt đầu!! (Hikkiteam)",//st.nettruyenup.com/data/comics/190/dung-gia-duoc-chuyen-sinh-toi-the-gioi-h-3651.jpg,https://www.nettruyenup.com/truyen-tranh/dung-gia-duoc-chuyen-sinh-toi-the-gioi-hien-dai-426860
Câu Chuyện Về Một Cô Gái 2 Mặt,Chapter 38,Tình trạng:Đang tiến hành,Bình luận:1.111,Ngày cập nhật:2 ngày trước,Lượt xem:1.312K,Như tiêu đề thôi :)),//st.nettruyenup.com/data/comics/61/cau-chuyen-ve-mot-co-gai-2-mat.jpg,https://www.nettruyenup.com/truyen-tranh/cau-chuyen-ve-mot-co-gai-2-mat-66621
Ma Môn Đại Ngoạn Gia,Chapter 7,Tác giả:Hoaroimuaha,Lượt xem:69K,Theo dõi:5.250,Tình trạng:Đang tiến hành,"đỉnh cấp người chơi Bàng Việt Được xưng ""Đa Bảo đạo nhân"", từ 2035 năm nóng bỏng nhất hiện thực giả định trò chơi 《 Đâu Suất Thiên 》 xuyên qua đến tu chân giới ma môn đại tông. Tại đây tàn khốc vô đạo thế giới, Bàng Việt dùng kiếp trước chế tạo chín kiện thần khí thành tựu tu tiên đại đạo!",//st.nettruyenup.com/data/comics/208/ma-mon-dai-ngoan-gia.jpg,https://www.nettruyenup.com/truyen-tranh/ma-mon-dai-ngoan-gia-80080
Pumpkin Time,Chapter 14,Tác giả:Gaedarae,Lượt xem:30K,Theo dõi:660,Tình trạng:Đang tiến hành,"Nhân vật chính của chúng ta - Fujiwara Itsuki là một chàng trai đam mê mãnh liệt với bộ môn bóng chày. Thế nhưng khi lớn lên, câu ta lai trở thành một nữ sinh trung học bình thường. Chuyện gì đã xảy ra? Mời các bạn đón đọc.",//st.nettruyenup.com/data/comics/33/pumpkin-time.jpg,https://www.nettruyenup.com/truyen-tranh/pumpkin-time-79905
Trở Lại Làm Idol,Chapter 56,"Thể loại:Chuyển Sinh, Comedy, Manhwa, Slice of Life, Truyện Màu, Webtoon",Lượt xem:776K,Theo dõi:16K,Tình trạng:Đang tiến hành,"Seo Hyunwoo ’là thành viên của nhóm nhạc thần tượng sắp ra mắt. Vào ngày chụp hồ sơ, một tai nạn đã để lại một vết sẹo gớm ghiếc trên một bên mặt, khiến giấc mơ được debut của anh ấy sụp đổ. May mắn thay, anh ấy đã trở thành một huấn luyện viên thần tượng với sự giới thiệu của người quản lý của mình, nhưng anh ấy vẫn trải qua những ngày tồi tệ của mình trong nỗi buồn. Một ngày nọ, anh ấy lên máy bay cùng nhóm nhạc thần tượng đi nước ngoài, nhưng một sự cố bất ngờ xảy ra khiến máy bay của anh ấy bị rơi !! Nhưng… “Tại sao bạn lại nói to như vậy trong giấc ngủ của bạn?” “Quay trở lại, tôi muốn quay trở lại…” Sau đó, anh nhận ra rằng mình đã trở lại năm 19 tuổi; khi anh ấy đang chuẩn bị gia nhập đội ra mắt. Seo Hyunwoo, một thần tượng trông như một chàng trai 19 tuổi nhưng đã được củng cố bằng kinh nghiệm làm huấn luyện viên trước khi trở lại. Đây là câu chuyện về quá trình trưởng thành của anh ấy để trở thành thần tượng một lần nữa",//st.nettruyenup.com/data/comics/66/tro-lai-lam-idol.jpg,https://www.nettruyenup.com/truyen-tranh/tro-lai-lam-idol-66882
Kí Sự Hồi Quy,Chapter 77,"Thể loại:Action, Adventure, Chuyển Sinh, Comedy, Fantasy, Harem, Manhwa, Truyện Màu",Lượt xem:4.889K,Theo dõi:75K,Tình trạng:Đang tiến hành,"Một ngày nọ, tôi được triệu hồi đến thế giới này. Những con thú lao ra, và một cuộc khủng hoảng đáng kinh ngạc ập đến. Tài năng của tôi không thể tệ hơn. [Trình độ tài năng của người chơi đang ở mức thấp.] [Hầu như tất cả các con số đều vô vọng.] Cho dù phải trở thành một chiến binh hay một thuật sĩ. Cho dù đã quay ngược thời gian. ""Tôi sẽ làm mọi thứ để có thể tồn tại!""",//st.nettruyenup.com/data/comics/143/ki-su-hoi-quy.jpg,https://www.nettruyenup.com/truyen-tranh/ki-su-hoi-quy-513451
"Bệ Hạ, xin đừng giết thần nữa!",Chapter 88.2,"Thể loại:Cổ Đại, Manhwa, Ngôn Tình, Romance, Truyện Màu",Lượt xem:6.718K,Theo dõi:57K,Tình trạng:Đang tiến hành,"Đó là sự kết thúc của một ngày hè đầy nắng. Dưới bàn tay của bạo chúa, cha, mẹ, anh trai và tôi đã phải chịu máy chém cổ. Và khi tôi mở mắt ra,thì lại là sinh nhật thứ 12 của tôi. Trước khi vị Hoàng đế trẻ 13 tuổi trở thành một bạo chúa tàn bạo, tôi phải nghĩ cách để trở thành một hầu cận bên cạnh người đàn ông đó. ""Em là phù dâu của anh, nên anh sẽ phải đi theo em."" ""Ta không có thứ gì cho em cả.Và ta cũng không coi em là vật sở hữu."" Để có thể sống sót và cứu lấy gia đình mình, tôi phải Luôn ở trong tầm mắt của tên bạo chúa không tin vào nhân loại kia. Chỉ khi đó tôi mới có thể sống. Nhưng con quái vật khủng khiếp đó đang bắt đầu thay đổi. ""Ta sẽ dành lại những thứ mà ta đã mất trong tay.Vì vậy, xin đừng tự làm tổn thương mình khi chưa được phép của ta”",//st.nettruyenup.com/data/comics/1/be-ha-xin-dung-giet-than-nua.jpg,https://www.nettruyenup.com/truyen-tranh/be-ha-xin-dung-giet-than-nua-378894
Tên hoàng tử phản diện không thể yêu được ai,Chapter 5.5,"Thể loại:Comedy, Romance, School Life, Seinen",Lượt xem:53K,Theo dõi:1.835,Tình trạng:Đang tiến hành,"Một câu truyện tình cảm hài hước về một thanh niên đẹp trai, thông minh, lại là con nhà giàu. Hồi học cấp 2, cậu ta chỉ biết vùi đầu vào học, nên mọi người xung quanh gọi cậu thô như một nhân vật làm nền. Khi lên cấp 3, cậu lên kế hoạch thay đổi hình ảnh bản thân sao cho giống một nhân vật chính hơn, và cố gắng kiếm một cô bạn gái hoàn hảo.",//st.nettruyenup.com/data/comics/228/ten-hoang-tu-phan-dien-khong-the-yeu-duo-729.jpg,https://www.nettruyenup.com/truyen-tranh/ten-hoang-tu-phan-dien-khong-the-yeu-duoc-ai-189160
Người Trên Vạn Người,Chapter 205,Tình trạng:Đang tiến hành,Bình luận:92K,Ngày cập nhật:2 ngày trước,Lượt xem:67M,,//st.nettruyenup.com/data/comics/208/nguoi-tren-van-nguoi.jpg,https://www.nettruyenup.com/truyen-tranh/nguoi-tren-van-nguoi-409120
Tôi Là Người Chơi Thần Chú Đơn Độc,Chapter 100.5,"Thể loại:Action, Adventure, Fantasy, Manhwa, Truyện Màu",Lượt xem:9.910K,Theo dõi:63K,Tình trạng:Đang tiến hành,"Park Do Hyeok người đang sống như một người làm công ăn lương bình thường đã trở thành người được thức tỉnh đúng như mong muốn trong thời khắc rơi vào khủng hoảng tuyệt vọng! Những kỉ niệm và kinh nghiệm trong trò chơi mà dành cả cuộc đời 20 tuổi đã trở thành năng lực thức tỉnh!! Hơn nữa, từ bây giờ hoạt động sôi nổi kì dị có một không hai của Park Do Hyeok người chơi thần chú nhắm tới đỉnh cao thế giới ‘người được thức tỉnh đến tận Triple’ với tỉ lệ 1/1 tỉ đã được bắt đầu.",//st.nettruyenup.com/data/comics/220/toi-la-nguoi-choi-than-chu-don-doc.jpg,https://www.nettruyenup.com/truyen-tranh/toi-la-nguoi-choi-than-chu-don-doc-360601
Shuumatsu no Valkyrie,Chapter 75.5,"Thể loại:Action, Historical, Manga, Martial Arts, Seinen, Supernatural",Tình trạng:Đang tiến hành,Bình luận:18K,Tác giả:Fukui Takumi,"Các vị thần mở hội nghị để bàn về sự sống còn của nhân loại. Tất cả đều quyết định ""kết liễu"" con người, chỉ duy một valkyrie đứng lên phản đối bằng cách đề nghị 1 cuộc chiến giữa thần và người. Cuộc chiến quyết định số phận của nhân loại này sẽ ra sao? Xin mời đón đọc.",//st.nettruyenup.com/data/comics/247/shuumatsu-no-valkyrie.jpg,https://www.nettruyenup.com/truyen-tranh/shuumatsu-no-valkyrie-207270
Người Chơi Mới Cấp Tối Đa,Chapter 89,"Thể loại:Action, Adventure, Fantasy, Manhwa, Shounen, Truyện Màu",Lượt xem:19M,Theo dõi:206K,Tình trạng:Đang tiến hành,"Jinhyuk, một Nutuber chơi game, là người duy nhất nhìn thấy phần kết của trò chơi [Tower of Trials]. Tuy nhiên, khi mức độ phổ biến của trò chơi giảm sút, anh ấy trở nên khó khăn để tiếp tục kiếm sống bằng nghề chơi game Nutuber. Vì anh ấy đã nhìn thấy kết thúc trò chơi, anh ấy định nghỉ chơi. Nhưng ngày hôm đó, [Tower of Trials] đã trở thành hiện thực, và Jinhyuk, người biết về mọi thứ trong trò chơi, đã tiếp quản mọi thứ nhanh hơn bất kỳ ai có thể làm được! ""Tôi"" Tôi sẽ cho bạn thấy một người chuyên nghiệp thực sự là như thế nào. """,//st.nettruyenup.com/data/comics/70/nguoi-choi-moi-cap-toi-da-4739.jpg,https://www.nettruyenup.com/truyen-tranh/nguoi-choi-moi-cap-toi-da-438462
Cách Để Em Bảo Vệ Anh,Chapter 89.2,Tình trạng:Đang tiến hành,Bình luận:3.645,Ngày cập nhật:4 ngày trước,Lượt xem:10M,"Tôi đã kết hôn với người đàn ông rất căm ghét mình. Vì mẹ mình đã giết chết cả gia đình anh ấy. “Trước khi kết hôn, có một điều chúng ta cần hứa với nhau. Sau nửa năm, hai chúng ta hãy ly hôn đi.” “… Hả?” “Dù sao cũng là miễn cưỡng kết hôn mà. Tôi nghĩ cũng chẳng cần giữ lại cuộc hôn nhân không ai mong muốn này.” “Là cuộc hôn nhân, không ai mong muốn.” Người ấy lặp lại lời tôi từng nói một cách thẫn thờ.",//st.nettruyenup.com/data/comics/200/cach-de-em-bao-ve-anh.jpg,https://www.nettruyenup.com/truyen-tranh/cach-de-em-bao-ve-anh-414170
Hãy Để Tôi Được Hiểu Em,Chapter 118.2,"Thể loại:Cổ Đại, Manhwa, Ngôn Tình, Truyện Màu",Lượt xem:11M,Theo dõi:90K,Tình trạng:Đang tiến hành,"Truyện Hãy Để Tôi Được Hiểu Em lấy bối cảnh châu Âu trong giai đoạn chuyển giao từ chế độ quân chủ lập hiến sang chế độ dân chủ hoàn toàn. Violet là công chúa của nước Lackround được gả cưới cho Winter vì nợ nần của Hoàng thất. Những tưởng ngày cưới là ngày hạnh phúc nhất cuộc đời thì ông anh ruột đẹp-trai-lai-chó-dại của cô ra một quyết định “để đời” khiến cô lâm vào một cuộc hôn nhân địa ngục. Vì mặc cảm thân phận, Winter lao đầu vào kiếm tiền, để mặc người vợ bé nhỏ đối mặt với một bà mẹ chồng hai mặt, một đứa em chồng dâm dê, và miệng lưỡi người đời. Tuyệt vọng vì cảm thấy không còn chỗ dựa, Violet quyết định chấm dứt đời mình. Nhưng khi tỉnh lại, Violet lại thấy mình đang trong thân xác của Winter. Có lẽ số phận đã cho họ một cơ hội nữa… ĐỂ TA HIỂU NHAU HƠN.",//st.nettruyenup.com/data/comics/195/hay-de-toi-duoc-hieu-em.jpg,https://www.nettruyenup.com/truyen-tranh/hay-de-toi-duoc-hieu-em-414110
Cậu bé cực kỳ dễ thương đang đợi tôi ở nhà,Chapter 13,"Thể loại:Comedy, Manga, Romance, Slice of Life",Lượt xem:87K,Theo dõi:3.126,Tình trạng:Đang tiến hành,"Hãy trở thành cô dâu của chị!” Reo – một nữ văn phòng kiêm otaku ngầm, người đã yêu cầu sống chung với Haru – người bạn otaku của cô. Reo trả tiền thuê nhà để đổi lấy việc nấu nướng, dọn dẹp và trông chừng Haru để cậu không bị những người xấu lôi kéo. Haru, người có khuôn mặt xinh xắn và có sức hấp dẫn chết người. Haru luôn chào đón cô mỗi khi về nhà với một nụ cười dễ thương, thậm chí còn nấu những món ăn ngon và giúp cô sửa soạn trang điểm! Tôi đã nghĩ rằng sẽ không bao giờ động lòng khi làm bạn với một người chênh lệch tuổi tác, thế nhưng…. ??",//st.nettruyenup.com/data/comics/30/cau-be-cuc-ky-de-thuong-dang-doi-toi-o-n-1670.jpg,https://www.nettruyenup.com/truyen-tranh/cau-be-cuc-ky-de-thuong-dang-doi-toi-o-nha-74014
Quý Phi Lúc Nào Cũng Muốn Được Lười Biếng,Chapter 96,"Thể loại:Cổ Đại, Comedy, Manhua, Ngôn Tình, Romance, Truyện Màu, Xuyên Không",Tình trạng:Đang tiến hành,Bình luận:3.414,Tác giả:Huyền Đắc Phụng - Thôn Xá Nhật Nguyệt,"Tiêu Hề Hề xuyên không về thời cổ đại, trở thành một trong những phi tần của thái tử. Vốn nghĩ rằng sẽ bắt đầu đấu tranh trong cung, nhưng cô ấy chỉ muốn trở thành cá. Tranh giành sủng ái? Không tồn tại! Trở thành cá mới lạ đạo lý để sinh tồn, ăn hỗn tạp và chờ chết mới chính là bản chất của cuộc đời! Nhưng thái tử lạnh lùng lại yêu thích mặt này của cô ấy.",//st.nettruyenup.com/data/comics/251/quy-phi-luc-nao-cung-muon-duoc-luoi-bien-4437.jpg,https://www.nettruyenup.com/truyen-tranh/quy-phi-luc-nao-cung-muon-duoc-luoi-bieng-437710
