titles,lastest_Chap,types,views,follows,condition,discription,teasers,links 
Tôi Dùng Búa Thần Giải Cứu Thế Giới,Chapter 18,"Thể loại:Action, Manhwa, Truyện Màu",Lượt xem:386K,Theo dõi:12K,Tình trạng:Đang tiến hành,"Sau khi đánh bại chỉ huy của Quân đoàn thứ bảy của Quân đội Quỷ vương, 'Tí hon' sắp chết. Tuy nhiên, trong một tình huống tuyệt vọng khi không thể ngăn chặn được sự hủy diệt của loài người, người đồng đội cuối cùng còn sống sót, 'Sword Emperor', đã sử dụng sức mạnh của một vật gia truyền để đưa Tiny trở lại quá khứ. Tiny, người đã trở lại từ vị trí hiệp sĩ mạnh nhất lục địa thành một đứa trẻ mồ côi trong khu ổ chuột, có được sức mạnh mới mà kiếp trước cậu không có. Liệu Tiny, trong kiếp này, có thể ngăn chặn sự diệt vong của nhân loại?",//st.nettruyenup.com/data/comics/249/toi-dung-bua-than-giai-cuu-the-gioi.jpg,https://www.nettruyenup.com/truyen-tranh/toi-dung-bua-than-giai-cuu-the-gioi-76025
Con Trai Út Huyền Thoại Nhà Hầu Tước,Chapter 58,"Thể loại:Action, Adventure, Chuyển Sinh, Manhwa, Mystery, Truyện Màu",Tình trạng:Đang tiến hành,Bình luận:4.571,Tác giả:Golem Factory,"Ta tới đây chỉ với mục đích trả thù Ta đã lật đổ vương triều Tulkan đã thống trị cả một lục địa. Ta luôn là kẻ chiến thắng. Ta đã đạt được mọi thứ ta ước muốn và thoả mãn với điều đó. Đó là lý do ta chấp nhận cái chết đang đến gần. Ta không còn lý do gì để sống. Vậy nên tim ta đã ngừng đập. Ta cảm nhận được nó đã ngừng đập. Nhưng mà, chuyện quái gì đây? “Nó không phải ma thuật hắc ám và cũng chẳng giống ảo ảnh.” Hình ảnh một cậu bé có mái tóc đen ngắn trong gương. Ta trông giống hệt như khi ta 14 tuổi của 20 năm trước. Một cậu thiếu niên vẫn chưa mất đi vẻ bụ bẫm của mình, đang vỗ má và lẩm bẩm, “Sao chuyện này có thể chứ?”. Ta đã trở về. Khoảng thời gian tràn đầy hối tiếc của mình.",//st.nettruyenup.com/data/comics/221/con-trai-ut-huyen-thoai-nha-hau-tuoc.jpg,https://www.nettruyenup.com/truyen-tranh/con-trai-ut-huyen-thoai-nha-hau-tuoc-598705
Hồi Quy Vô Giá Trị,Chapter 59,"Thể loại:Action, Adventure, Chuyển Sinh, Manhwa, Martial Arts, Truyện Màu",Lượt xem:2.875K,Theo dõi:42K,Tình trạng:Đang tiến hành,"Một học sinh trung học bình thường, Lee Sungmin, đã bị triệu hồi tới một thế giới mang tên “Eria”. Dù không có tài năng hay sức mạnh gì, cậu cũng đã trụ qua được cả vài chục năm, nhưng rồi cuối cùng lại vẫn phải chết thê thảm. Tuy nhiên, trước khi chết, do tình cờ đạt được “Đá tiền kiếp” mà cậu đã có được cơ hội hồi quy lại về kiếp trước. Sống lại cuộc đời bất tài vô dụng, không thể tiếp cận được những thiên tài do những bức “tường” quanh họ, cũng như do có cảm giác mình kém cạnh hơn, nhưng cậu vẫn cố hết sức bước tiếp về phía trước với quyết tâm cao độ, thề rằng sẽ sống cuộc đời tốt hơn ở kiếp trước của mình dù phải khổ sở tới thế nào đi nữa!",//st.nettruyenup.com/data/comics/144/hoi-quy-vo-gia-tri.jpg,https://www.nettruyenup.com/truyen-tranh/hoi-quy-vo-gia-tri-603072
Sự Thức Tỉnh Của Hắc Ma Pháp Sư Sau 66666 Năm,Chapter 78,Tình trạng:Đang tiến hành,Bình luận:4.088,Ngày cập nhật:1 ngày trước,Lượt xem:6.366K,"Diablo Volfir, một pháp sư hùng mạnh, đã bị phong ấn do âm mưu của 12 vị thần, nhưng 66666 năm đã trôi qua kể từ đó, và anh ta lại xuống trái đất một lần nữa!",//st.nettruyenup.com/data/comics/133/su-thuc-tinh-cua-hac-ma-phap-su-sau-6666-7637.jpg,https://www.nettruyenup.com/truyen-tranh/su-thuc-tinh-cua-hac-ma-phap-su-sau-66666-nam-426290
Nữ Công Tước Nhà Kính,Chapter 95,"Thể loại:Fantasy, Manhwa, Ngôn Tình, Romance, Shoujo, Truyện Màu",Tình trạng:Đang tiến hành,Bình luận:419,Tác giả:Airr,"Reina Vinosht luôn được biết đến là kẻ bị nguyền rủa. Không được cha yêu thương, cô đã kết hôn với Công tước Edhart Heatbillian đẹp trai, nhưng anh ta nhanh chóng trở nên lạnh nhạt với cô, cướp đi con trai của cô và trao anh ta cho Monica Esbert quyến rũ. Nhưng Reina có cơ hội thứ hai trong cuộc sống, và mọi thứ thay đổi sau khi cô lập giao ước với Undine, một tinh linh nước đáng yêu. Chẳng bao lâu Reina có sức mạnh siêu nhiên và sự tự tin để cai trị gia sản của cô ấy như một nữ công tước mạnh mẽ, nhưng điều gì sẽ xảy ra bây giờ khi Edhart yêu cô ấy?",//st.nettruyenup.com/data/comics/23/nu-cong-tuoc-nha-kinh.jpg,https://www.nettruyenup.com/truyen-tranh/nu-cong-tuoc-nha-kinh-64791
Tầm Trảo Tiền Thế Chi Lữ 2,Chapter 56,Tình trạng:Đang tiến hành,Bình luận:269,Ngày cập nhật:23 giờ trước,Lượt xem:493K,Phần 2 của Tầm Trảo Tiền Thế Chi Lữ,//st.nettruyenup.com/data/comics/141/tam-trao-tien-the-chi-lu-2.jpg,https://www.nettruyenup.com/truyen-tranh/tam-trao-tien-the-chi-lu-2-72845
Nữ Đồ Đệ Ai Nấy Đều Muốn Giết Ta,Chapter 18,Tác giả:Mộng tiên giới,Lượt xem:501K,Theo dõi:18K,Tình trạng:Đang tiến hành,"Sỡ hữu ký ức của thể kỷ 21, ta xuyên không lên trên người đại lão "" tô bắc "", mang theo hệ thống "" thu đồ đệ tối cao vạn lần phản hồi"". Các nữ đệ tử chẳng những đẹp như hoa, hơn nữa còn là số mệnh màu đỏ gia thân, điều này đặt ở bất kỳ một bộ tiểu thuyết nào cũng có thể trở thành thiên tuyển chi tử của nhân vật chính. Nhưng đám đồ nhi hận không thể đem ta rút gân lột xương, rốt cuộc kiếp trước tô bắc đã làm gì với cái đám đồ đệ này a!!!",//st.nettruyenup.com/data/comics/45/nu-do-de-ai-nay-deu-muon-giet-ta.jpg,https://www.nettruyenup.com/truyen-tranh/nu-do-de-ai-nay-deu-muon-giet-ta-76589
Cô Nàng Siêu Cấp Thả Thính,Chapter 15,Tình trạng:Đang tiến hành,Bình luận:88,Ngày cập nhật:23 giờ trước,Lượt xem:105K,"Bởi vì xem mắt mà Phương Cảnh Nghiêu quen biết với Nhiễm Linh Ty. Anh ta đối với cô ấy rất tốt, giống như đối tối với tất cả các cô gái vậy, dù sao bản tính của anh ta là “hải vương”, nhưng sau đó anh ta lại rung động. Chính vào lúc Phương Cảnh Nghiêu cẩn thận tỉ mỉ tính toán cho tương lai, trò chơi hẹn hò hư cấu rất hot đã tổ chức một bữa tiệc gặp mặt giữa các người chơi, phía ban tổ chức đã mời hải vương NO.1 và NO.2 cùng nhảy một điệu, Phương Cảnh Nghiêu và Nhiễm Linh Ty cùng lúc bước ra. Phương Cảnh Nghiêu: ??? Nhiễm Linh Ty: … Quá là bất ngờ.",//st.nettruyenup.com/data/comics/151/co-nang-sieu-cap-tha-thinh.jpg,https://www.nettruyenup.com/truyen-tranh/co-nang-sieu-cap-tha-thinh-73879
Cigarette & Cherry,Chapter 47,"Thể loại:Comedy, Romance, Seinen",Tình trạng:Đang tiến hành,Bình luận:190,Tác giả:Kawakami Daishirou,Câu chuyện về senpai xinh đẹp lạnh lùng và thằng kouhai còn zin,//st.nettruyenup.com/data/comics/184/cigarette-cherry.jpg,https://www.nettruyenup.com/truyen-tranh/cigarette-cherry-222000
Em Chỉ Có Thể Là Của Tôi,Chapter 35,"Thể loại:Josei, Manhua, Soft Yuri, Truyện Màu",Lượt xem:1.102K,Theo dõi:21K,Tình trạng:Đang tiến hành,"Trong giới giải trí có hai người phụ nữ có cùng tên, một người tên là Khúc Hi Chi và một người tên là Cố Hi Chi. Bởi vì đối phương không chỉ ""cướp"" phim của mình, còn ""cướp"" bạn trai cũ của mình, Cố Hi Chi vốn ôm hận khúc Hi Chi, hết lần này tới lần khác ""nhân duyên tốt"" thục nữ hoàn mỹ Khúc Hi Chi nhất định phải đến trêu chọc mình, tìm mọi cách ân cần muốn cùng mình làm bằng hữu?! Ngạo Kiều thẳng nữ rơi vào cạm bẫy của thục nữ hoàn mỹ, từng bước bị ""đối thủ chết"" hướng dẫn...",//st.nettruyenup.com/data/comics/197/em-chi-co-the-la-cua-toi.jpg,https://www.nettruyenup.com/truyen-tranh/em-chi-co-the-la-cua-toi-67525
Cỏ bốn lá,Chapter 117,Tác giả:Azuma Kiyohiko,Lượt xem:810K,Theo dõi:2.302,Tình trạng:Đang tiến hành,"Yotsuba, một cô bé 5 tuổi, tóc xanh, mắt to và không biết ... bất-cứ-một-cái-gì! Với bản tính hiếu động, tò mò, Yotsuba luôn sẵn sàng khám phá thế giới xung quanh mình dù phải đối mặt với những thứ thật ""kỳ lạ"" như ""máy lạnh"" và ... ""xích đu""... Những cuộc phiêu lưu khám phá của Yotsuba luôn luôn thú vị, mới lạ và ... làm đau đầu cha của cô bé và những người bạn hàng xóm !!!",//st.nettruyenup.com/data/comics/228/co-bon-la.jpg,https://www.nettruyenup.com/truyen-tranh/co-bon-la-66280
Đại Phản Diện,Chapter 45,Tình trạng:Đang tiến hành,Bình luận:2.266,Ngày cập nhật:23 giờ trước,Lượt xem:2.474K,Main tên là Ân Vô Đạo...,//st.nettruyenup.com/data/comics/95/dai-phan-dien.jpg,https://www.nettruyenup.com/truyen-tranh/dai-phan-dien-64607
Initial D,Chapter 454.5,Tác giả:Shigeno Shuichi,Lượt xem:562K,Theo dõi:1.965,Tình trạng:Đang tiến hành,"Thế giới đua xe tốc độ, thế giới của những con người luôn luôn đùa giỡn với tử thần, một khi bước chân vào vạch xuất phát họ phải đặt cược cả sinh mạng của mình để giành lấy vinh quang chiến thắng. Câu chuyện kể về một chiếc xe mang nhãn hiệu 86 huyền thoại có tốc độ di chuyển như sấm sét được mệnh danh là “Bóng ma của núi Akina” cùng với con đường chinh phục đỉnh cao của thế giới đua xe mạo hiểm của một cậu bé 18 tuổi Takumi Fujiwara. Được thừa hưởng dòng máu từ một tay đua siêu phàm, Takumi sớm đã bộc lộ năng lực và tố chất bẩm sinh khi chỉ mới 13 tuổi, dưới sự dìu dắt của cha mình cậu đã nhanh chóng hoàn thiện các kỹ năng bậc nhất trong nghệ thuật đua xe. Tuy vậy nhưng trái ngược hoàn toàn với tài năng của mình cậu lại không hề thích thế giới này. Cuộc đời Takumi tưởng chừng như sẽ trôi qua một cách yêm ả, nhưng rồi điều gì phải đến đã đến, trong một lần đi giao hàng giúp cha mình cậu đã tình cờ đánh bại một cao thủ hạng nhất trong giới đua xe. Sau sự kiện đó, huyền thoại về “Bóng ma núi Akina” ngày càng lan rộng ra khắp vùng Kantou, đối thủ cứ nối tiếp nhau xuất hiện khiêu chiến với cậu và con đường chinh phục đỉnh cao của giới đua xe bắt đầu…",//st.nettruyenup.com/data/comics/98/initial-d.jpg,https://www.nettruyenup.com/truyen-tranh/initial-d-26580
Nine Peaks,Chapter 27,"Thể loại:Action, Manga, School Life, Shounen",Tình trạng:Đang tiến hành,Bình luận:138,Tác giả:TETSUHIRO Hirakawa,"Sau cái chết của cha, Mashio Gaku biết được một sự thật động trời: Cha cậu từng là gã du côn mạnh nhất thành phố. Thế rồi một biến cố bất ngờ xảy ra...",//st.nettruyenup.com/data/comics/189/nine-peaks.jpg,https://www.nettruyenup.com/truyen-tranh/nine-peaks-65981
Chó Và Cặn Bã,Chapter 41.5,"Thể loại:Drama, Manga, Romance, Seinen",Tình trạng:Hoàn thành,Bình luận:1.685,Tác giả:Asaga Iori,"Haruma là một nhân viên văn phòng buồn tẻ, hay tới nơi đông người để cảm thấy bình tâm. Anh có một người bạn thuở thơ ấu tên Shuji – người luôn hơn anh ở mọi mặt và có một cuộc sống thuận buồm xuôi gió. Một hôm, Haruma tình cờ gặp lại vợ của Shuji, cô ấy là người mà anh đã thầm yêu từ những ngày còn đi học. Qua sự đố kỵ, ghen ghét, một “bí mật” đã được sinh ra trong chuỗi ngày lặp đi lặp lại của Haruma…",//st.nettruyenup.com/data/comics/201/cho-va-can-ba.jpg,https://www.nettruyenup.com/truyen-tranh/cho-va-can-ba-452570
Chuyển sinh thành thất hoàng tử,Chapter 104,"Thể loại:Adventure, Ecchi, Fantasy, Manga, Shounen, Slice of Life",Tình trạng:Đang tiến hành,Bình luận:8.308,Tác giả:Kokuzawa Yousuke,"Anh thanh niên dân đen bất tài thấp hèn vô dụng trước khi chết đã ước được trở thành bậc thầy ma fap, đách biết con rồng thần nào hay thực thể X nào đã dream come true anh, biến anh thành hoàng tử (đĩ đượi) vương quốc Saloom Địt mẹ gay vl luôn, anh em cẩn trọng khi đọc",//st.nettruyenup.com/data/comics/199/chuyen-sinh-thanh-that-hoang-tu.jpg,https://www.nettruyenup.com/truyen-tranh/chuyen-sinh-thanh-that-hoang-tu-403910
Đại Phụng Đả Canh Nhân,Chapter 132,Tình trạng:Đang tiến hành,Bình luận:4.929,Ngày cập nhật:1 ngày trước,Lượt xem:7.554K,,//st.nettruyenup.com/data/comics/107/dai-phung-da-canh-nhan.jpg,https://www.nettruyenup.com/truyen-tranh/dai-phung-da-canh-nhan-556590
Đứa Trẻ Bảo Hộ Bóng Đêm,Chapter 10,Tình trạng:Đang tiến hành,Bình luận:49,Ngày cập nhật:1 ngày trước,Lượt xem:73K,"Tôi tái sinh thành Daphne, phản diện sẽ chết sớm trong tương lai. Nhưng tôi không muốn chết, tôi cũng không muốn bị bán đi. “Vậy thì phải thay đổi câu chuyện!” Vì thế, tôi cố giành được thiện cảm của nữ chính và để nam chính thành thái tử. “Tạm biệt, em gái. Em giúp ích được rất nhiều đấy.” …Nam chính đã phản bội tôi. Tôi - Daphne quay lại tuổi 13, lần này tôi quyết định… “Ngài phải khiến gia đình hoàng gia dơ bẩn và tên nam chính chết tiệt đó quỳ gối xuống cầu xin” Và… “Ta sẽ ủng hộ ngài” Nên tôi quyết định sẽ ủng hộ phản diện tồi tệ nhất. *** Nhưng khi tôi quyết định ủng hộ phản diện… “Đến đây nào, đứa trẻ đáng yêu” Tại sao bố chồng lại cảm xúc như vậy? “Tiểu thư, tôi định mang con vịt đến… nhưng bữa trưa của ngài bay đi mất rồi!” “Tôi nghe nói cái này tốt cho sức khỏe đấy!!” “Tiểu thư, tôi bắt được con gấu nè!” “Cùng đi nào” Mọi người yêu quý điều gì ở tôi thế? “A, nếu ngài được, ngài có thể giả vờ không biết không?” Kiếp trước rõ ràng tôi rất sợ kẻ phản diện, nhưng tại sao giờ tôi lại trêu đùa ngài ấy thế? Tôi nghĩ mọi người ở đây sẽ không quan tâm đến tôi, nên tôi đã bỏ đi một mình. Nhưng… “Em muốn đi đâu thế, Daphne?” Tôi sai rồi!",//st.nettruyenup.com/data/comics/12/dua-tre-bao-ho-bong-dem.jpg,https://www.nettruyenup.com/truyen-tranh/dua-tre-bao-ho-bong-dem-80140
Sống Như Một Diễn Viên,Chapter 18,Tình trạng:Đang tiến hành,Bình luận:449,Ngày cập nhật:1 ngày trước,Lượt xem:225K,"Nam diễn viên 'Jang Young-guk', người đã đạt được thành công lớn với vai trò diễn viên phụ. Nhận giải Nam diễn viên phụ xuất sắc nhất đầu tiên và danh giá tại Giải thưởng Diễn xuất. Tuy nhiên, vào ngày đó, mẹ anh đã qua đời… Kinh hoàng trước cái chết của mẹ mình, người mà anh đã bỏ rơi trong nhiều năm, Young-guk quyết định kết liễu cuộc đời mình… Trước khi chết, anh nhớ lại hơi ấm của mẹ và những kỷ niệm êm đềm ngày xưa. Anh hối hận khi quay lưng lại với những ký ức đó… Và đột nhiên quay trở lại thời thơ ấu của mình… ""Tôi đã trở lại, về quá khứ mà tôi đã bỏ lỡ"" “Như một sự thật không thể tránh khỏi, cuộc sống này là…” Một lần nữa, câu chuyện của một người muốn sống như một diễn viên bắt đầu. Liệu anh có thể sống một cuộc sống hạnh phúc không giống như kiếp trước?",//st.nettruyenup.com/data/comics/132/song-nhu-mot-dien-vien.jpg,https://www.nettruyenup.com/truyen-tranh/song-nhu-mot-dien-vien-72324
Ta Thật Sự Không Phải Là Cái Thế Cao Nhân,Chapter 17,"Thể loại:Comedy, Manhua, NetTruyen, Psychological, Supernatural, Truyện Màu, Xuyên Không",Tình trạng:Đang tiến hành,Bình luận:1.143,Tác giả:Mộng tiên giới,"Cái gì? Ta nuôi gà đất là thuần huyết Phượng Hoàng? Cái gì? Ta nuôi cá chép đều là Chân Long? Lý Phàm: Không, không có khả năng, ta làm sao có thể là cái thế cường giả? ! Cảnh giới: Kim Đan, Nguyên Anh, phân thần, Động Hư, Đại Thừa, Hợp Thể, Tiên Nhân, Chân Tiên, Huyền Tiên, Thiên Tiên, Kim Tiên, Thái Ất Kim Tiên, Đại La Kim Tiên, Hỗn Nguyên Kim Tiên(Tiên Quân).",//st.nettruyenup.com/data/comics/220/ta-that-su-khong-phai-la-cai-the-cao-nha-3904.jpg,https://www.nettruyenup.com/truyen-tranh/ta-that-su-khong-phai-la-cai-the-cao-nhan-74716
Tái sinh với cơ thể bất khả chiến bại,Chapter 37,"Thể loại:Chuyển Sinh, Comedy, Manga, Shoujo, Slice of Life, Supernatural",Tình trạng:Đang tiến hành,Bình luận:1.563,Tác giả:Chatsufusa Fuumi,"Nếu được tái sinh , xin người hãy ban cho con một cơ thể khỏe mạnh để không phải chết trong sự hối hận như bây giờ Lời khẩn cầu của cô gái trên giường bệnh cùng sự hối hận rằng mình chưa thể làm gì cho cha mẹ đã được THẦN chấp nhận Giờ đây cô đã được tái sinh thế nhưng ...",//st.nettruyenup.com/data/comics/247/tai-sinh-voi-co-the-bat-kha-chien-bai.jpg,https://www.nettruyenup.com/truyen-tranh/tai-sinh-voi-co-the-bat-kha-chien-bai-191910
"Không Nhường Nữa Ta Chết, Ta Liền Thật Vô Địch",Chapter 65,"Thể loại:Action, Manhua, Truyện Màu",Lượt xem:6.612K,Theo dõi:80K,Tình trạng:Đang tiến hành,"Người xuyên việt Diệp Ninh thu hoạch được kim thủ chỉ, chỉ cần sau khi chết liền có thể trở thành Thiên Đế. Thế là hắn bắt đầu điên cuồng tìm đường chết. Nhưng hắn rất nhanh liền phát hiện thế giới này có độc. Đại Chu Nữ Đế: “Gặp một lần Diệp Ninh lầm cả đời, hắn mà chết, trẫm tuyệt không chịu sống một mình.” Thượng giới Tiên Quân: “Thế nhân nhiều lạnh lùng, chỉ có Diệp đại nhân chưa từng chán ghét mà vứt bỏ ta, cho nên ta muốn liều mạng bảo hộ hắn.” Ức vạn nhân tộc: “Thiên hạ ai đều có thể thiếu khuyết, duy chỉ có không thiếu được Diệp đại nhân, thiên cổ một thánh, duy Diệp Ninh tai!”...... Diệp Ninh: “Van cầu, đừng thêm hí được không? Ta đều nhanh vô địch làm sao còn chết không được a?”",//st.nettruyenup.com/data/comics/162/khong-nhuong-nua-ta-chet-ta-lien-that-vo-4882.jpg,https://www.nettruyenup.com/truyen-tranh/khong-nhuong-nua-ta-chet-ta-lien-that-vo-dich-64418
Sư Huynh Của Ta Quá Cẩn Thận Rồi,Chapter 174,"Thể loại:Cổ Đại, Comedy, Manhua, Truyện Màu",Lượt xem:14M,Theo dõi:68K,Tình trạng:Đang tiến hành,"Tái sinh vào thời cổ đại, để tồn tại Lý Trường Thọ phải tu luyện thành tiên nhân. Con đường tu luyện đầy gian nan vì vậy hắn rất cẩn thận và phòng xa. Một ngày nọ sư phụ dẫn một tiểu sư muội đến nhờ hắn chỉ dạy tu luyện...",//st.nettruyenup.com/data/comics/29/su-huynh-cua-ta-qua-can-than-roi.jpg,https://www.nettruyenup.com/truyen-tranh/su-huynh-cua-ta-qua-can-than-roi-479010
Sư Huynh Của Ta Quá Cẩn Thận Rồi,Chapter 174,"Thể loại:Cổ Đại, Comedy, Manhua, Truyện Màu",Lượt xem:14M,Theo dõi:68K,Tình trạng:Đang tiến hành,"Tái sinh vào thời cổ đại, để tồn tại Lý Trường Thọ phải tu luyện thành tiên nhân. Con đường tu luyện đầy gian nan vì vậy hắn rất cẩn thận và phòng xa. Một ngày nọ sư phụ dẫn một tiểu sư muội đến nhờ hắn chỉ dạy tu luyện...",//st.nettruyenup.com/data/comics/29/su-huynh-cua-ta-qua-can-than-roi.jpg,https://www.nettruyenup.com/truyen-tranh/su-huynh-cua-ta-qua-can-than-roi-479010
Các Nữ Đồ Đệ Của Ta Đều Là Chư Thiên Đại Lão Tương Lai,Chapter 156,Tình trạng:Đang tiến hành,Bình luận:18K,Ngày cập nhật:1 ngày trước,Lượt xem:18M,,//st.nettruyenup.com/data/comics/10/cac-nu-do-de-cua-ta-deu-la-chu-thien-dai-3241.jpg,https://www.nettruyenup.com/truyen-tranh/cac-nu-do-de-cua-ta-deu-la-chu-thien-dai-lao-tuong-lai-460900
Ngạo Thị Thiên Địa,Chapter 552,Tình trạng:Đang tiến hành,Bình luận:21K,Ngày cập nhật:1 ngày trước,Lượt xem:115M,,//st.nettruyenup.com/data/comics/166/ngao-thi-thien-dia.jpg,https://www.nettruyenup.com/truyen-tranh/ngao-thi-thien-dia-221820
Cường Giả Tuyệt Thế Chỉ Muốn Làm Ruộng,Chapter 54,Tình trạng:Đang tiến hành,Bình luận:6.249,Ngày cập nhật:1 ngày trước,Lượt xem:6.347K,"Trần Phàm xuyên qua võ đạo thế giới, chẳng những thảm tao hệ thống vứt bỏ, vẫn là không có Võ Hồn phế vật, bất đắc dĩ chỉ có thể làm hèn mọn nhất phàm nhân. Lại không biết, trong nhà tất cả đều là thần vật, nước tắm đều là linh tuyền. Giúp hắn đất cày chính là long tộc Thái tử. Vườn rau tưới nước chính là đệ nhất thánh nữ. Vì hắn giặt quần áo chính là đế quốc Nữ Hoàng. Bất tri bất giác, Trần Phàm bên người liền tụ tập không ít đại lục đỉnh cấp cường giả, trở thành một vị chưởng khống thế giới địa chủ lão tài.",//st.nettruyenup.com/data/comics/122/cuong-gia-tuyet-the-chi-muon-lam-ruong.jpg,https://www.nettruyenup.com/truyen-tranh/cuong-gia-tuyet-the-chi-muon-lam-ruong-69498
Chư giới - Tận thế online,Chapter 212,"Thể loại:Action, Adventure, Fantasy, Manhua, Romance, Truyện Màu",Lượt xem:25M,Theo dõi:120K,Tình trạng:Đang tiến hành,"Khi ngày tận thế đến, Cố Thanh Sơn đã thoát khỏi thời gian và không gian một mình trong bóng tối tuyệt vọng này, và quay trở lại thế giới trước khi nó sụp đổ, quyết tâm thay đổi số phận của mình. Nhưng theo thời gian, anh dần nhận ra rằng kết thúc không đơn giản như vậy....",//st.nettruyenup.com/data/comics/78/chu-gioi-tan-the-online.jpg,https://www.nettruyenup.com/truyen-tranh/chu-gioi-tan-the-online-364300
Nam Thành Chờ Trăng Về,Chapter 207,Tình trạng:Đang tiến hành,Bình luận:3.604,Ngày cập nhật:1 ngày trước,Lượt xem:13M,Chuyển thể từ tiểu thuyết cùng tên.,//st.nettruyenup.com/data/comics/109/nam-thanh-cho-trang-ve.jpg,https://www.nettruyenup.com/truyen-tranh/nam-thanh-cho-trang-ve-408139
Yumeochi - Mơ Về Những Ngày Ta Yêu Nhau,Chapter 5,"Thể loại:Comedy, Manga, Romance, Shounen",Tình trạng:Đang tiến hành,Bình luận:241,Tác giả:Kitada Ryouma,"Mặc dù đã lên đại học, Chono vẫn mắc kẹt trong những sự hối tiếc ở quá khứ của những năm trung học. Nhưng những ngày buồn tẻ ấy đột ngột kết thúc khi cậu tìm thấy một cuốn sách...",//st.nettruyenup.com/data/comics/124/yumeochi-mo-ve-nhung-ngay-ta-yeu-nhau.jpg,https://www.nettruyenup.com/truyen-tranh/yumeochi-mo-ve-nhung-ngay-ta-yeu-nhau-79484
Murim Thời Hiện Đại,Chapter 60,"Thể loại:Action, Comedy, Manhwa, Martial Arts, Truyện Màu",Lượt xem:2.953K,Theo dõi:18K,Tình trạng:Đang tiến hành,"Murim, thứ đã biến mất cả ngàn năm. Nay đã được phục hưng trong bối cảnh ở một trường trung học hiện đại. Truyện chuyên về võ thuật thể loại Martial Art đấm đá nha anh em~",//st.nettruyenup.com/data/comics/224/murim-thoi-hien-dai.jpg,https://www.nettruyenup.com/truyen-tranh/murim-thoi-hien-dai-370880
Nguyên Tôn,Chapter 603,Tác giả:Thiên Tằm Thổ Đậu,Lượt xem:167M,Theo dõi:217K,Tình trạng:Đang tiến hành,"Một tác phẩm mới của Thiên Tằm Thổ Đậu Ta có một ngụm Huyền Hoàng Khí, có thể nuốt thiên địa nhật nguyệt tinh. ......... Lúc đó đường về, đã là một con đường vận mệnh treo ngược. Ngày xưa vinh hoa, như thay đổi khôn lường, một giấc ác mộng dài. Thiếu niên chấp bút, Long Xà bay động. Là vì một vòng quang mang bổ ra dáng vẻ nặng nề chi loạn thế, vấn đỉnh điện ngọc thương khung. Đường báo thù, cùng ta đồng hành. Một ngụm Huyền Hoàng chân khí nhất định nuốt thiên địa nhật nguyệt tinh thần, hùng thị cỏ cây thương sinh. Thiết họa tịch chiếu, vụ ải ngân câu, bút tẩu du long xông Cửu Châu. Hoành tư thiên hạ, mực vẩy thanh sơn, thôn tính biển hồ nạp trăm sông.",//st.nettruyenup.com/data/comics/146/nguyen-ton.jpg,https://www.nettruyenup.com/truyen-tranh/nguyen-ton-175540
Cô Vợ Thế Thân Của Tổng Tài,Chapter 18,"Thể loại:Manhua, Ngôn Tình, Truyện Màu",Lượt xem:400K,Theo dõi:18K,Tình trạng:Đang tiến hành,"Diêu Cận là một thế thân chuyên nghiệp, tính chuyên nghiệp mạnh mẽ, biết chuyện thức thời, ngoại trừ hoàn thành yêu cầu của ông chủ Tiêu Tích Thuần, chuyện khác tuyệt đối sẽ không vượt qua lôi trì nửa bước. Tuy nhiên! Ai có thể nói cho nàng biết —— vì sao kim chủ, kim chủ Bạch Nguyệt Quang đệ đệ bỗng nhiên đều điên cuồng yêu nàng a! Đây thật sự là hoàn toàn cho Diêu Chung chỉnh lại không được!",//st.nettruyenup.com/data/comics/146/co-vo-the-than-cua-tong-tai.jpg,https://www.nettruyenup.com/truyen-tranh/co-vo-the-than-cua-tong-tai-74386
Ranker Bất Bại,Chapter 51,"Thể loại:Action, Fantasy, Manhwa, Mystery, Truyện Màu, Webtoon",Lượt xem:3.135K,Theo dõi:41K,Tình trạng:Đang tiến hành,"32 năm trước — ngày phán xét. Loài người đã bị đẩy đến bờ vực tuyệt chủng bởi sự xuất hiện đột ngột của những con quái vật. Tuy nhiên, với sự xuất hiện của sức mạnh siêu nhiên và sự thức tỉnh của các khả năng, trận chiến đã đi vào giai đoạn tiếp theo. Sau một trận chiến ác liệt, những vùng đất bị mất đã được khai hoang. Những con quái vật sống sót đã hình thành các ngục tối trên khắp thế giới và đe dọa nhân loại. Để ngăn chặn thảm kịch như thế này tái diễn, Cannes Inc. đã phát triển một trò chơi thực tế ảo có tên Lost City và bắt đầu nuôi dưỡng những người thợ săn. Người xếp hạng Jinsoo Kwon chưa bao giờ bị đánh bại trong Lost City. Anh ấy trở thành một thợ săn cho em gái Kwon Soo-ah, và anh ấy chinh phục các ngục tối với Apple, người xuất hiện với khả năng độc nhất của mình. Sau đó, cuối cùng, anh ấy gặp Kenneth, người mà anh ấy đã tìm kiếm bấy lâu nay, và nghe về những bí mật ẩn giấu trong thế giới này ... Không có sự thất bại cho tôi! Tôi sẽ không tha thứ cho bất cứ ai làm hại gia đình tôi!",//st.nettruyenup.com/data/comics/244/ranker-bat-bai.jpg,https://www.nettruyenup.com/truyen-tranh/ranker-bat-bai-537481
