"Áo ngực nữ cotton không gọng nâng ngực LA LUNE , áo lót nữ mềm mại thoáng mát tôn vòng 1 gợi cảm mã ANM-01",₫29.700 - ₫33.800,Đã bán 24k,,https://shopee.vn/%C3%81o-ng%E1%BB%B1c-n%E1%BB%AF-cotton-kh%C3%B4ng-g%E1%BB%8Dng-n%C3%A2ng-ng%E1%BB%B1c-LA-LUNE-%C3%A1o-l%C3%B3t-n%E1%BB%AF-m%E1%BB%81m-m%E1%BA%A1i-tho%C3%A1ng-m%C3%A1t-t%C3%B4n-v%C3%B2ng-1-g%E1%BB%A3i-c%E1%BA%A3m-m%C3%A3-ANM-01-i.867569321.21750123134?sp_atk=27e3cd69-9e07-493b-9958-d1ff113ffc80&xptdk=27e3cd69-9e07-493b-9958-d1ff113ffc80
Quần Culottes ống suông rộng,₫74.000 - ₫99.000,"Đã bán 18,5k",,https://shopee.vn/Qu%E1%BA%A7n-Culottes-%E1%BB%91ng-su%C3%B4ng-r%E1%BB%99ng-i.162991760.20531832581?sp_atk=9794265e-d5cf-4d86-a52b-a562012bd81b&xptdk=9794265e-d5cf-4d86-a52b-a562012bd81b
Áo Khoác Hoodie Zip 3 Màu Nam Nữ Ulzzang Unisex - Áo khoác nỉ mũ form rộng nỉ bông dày dặn cotton mềm mịn thêu chữ C,₫199.000,"Đã bán 12,3k",,https://shopee.vn/%C3%81o-Kho%C3%A1c-Hoodie-Zip-3-M%C3%A0u-Nam-N%E1%BB%AF-Ulzzang-Unisex-%C3%81o-kho%C3%A1c-n%E1%BB%89-m%C5%A9-form-r%E1%BB%99ng-n%E1%BB%89-b%C3%B4ng-d%C3%A0y-d%E1%BA%B7n-cotton-m%E1%BB%81m-m%E1%BB%8Bn-th%C3%AAu-ch%E1%BB%AF-C-i.161050540.21746954332?sp_atk=c1f58c73-b445-43ec-8093-c0c165460d02&xptdk=c1f58c73-b445-43ec-8093-c0c165460d02
Quần short đùi nữ cạp cao chất tuyết mưa,₫100.000,"Đã bán 87,4k",,https://shopee.vn/Qu%E1%BA%A7n-short-%C4%91%C3%B9i-n%E1%BB%AF-c%E1%BA%A1p-cao-ch%E1%BA%A5t-tuy%E1%BA%BFt-m%C6%B0a-i.290065942.6244070348?sp_atk=f98764a7-d23e-4c52-bcb0-1a18d0b1d08f&xptdk=f98764a7-d23e-4c52-bcb0-1a18d0b1d08f
Quần jeans nữ ống loe màu xanh nhạt phong cách Ulzzang,₫225.000,Đã bán 7k,,https://shopee.vn/Qu%E1%BA%A7n-jeans-n%E1%BB%AF-%E1%BB%91ng-loe-m%C3%A0u-xanh-nh%E1%BA%A1t-phong-c%C3%A1ch-Ulzzang-i.168779384.16832810586?sp_atk=81c3dc57-49b5-4e0e-bf1f-20f61afc57ad&xptdk=81c3dc57-49b5-4e0e-bf1f-20f61afc57ad
"Áo thun tay lỡ unisex SADTAGRAM TEE - Áo phông F&S nam nữ form rộng cho cặp đôi vải dày dặn, thoáng mát",₫69.000,"Đã bán 41,7k",,https://shopee.vn/%C3%81o-thun-tay-l%E1%BB%A1-unisex-SADTAGRAM-TEE-%C3%81o-ph%C3%B4ng-F-S-nam-n%E1%BB%AF-form-r%E1%BB%99ng-cho-c%E1%BA%B7p-%C4%91%C3%B4i-v%E1%BA%A3i-d%C3%A0y-d%E1%BA%B7n-tho%C3%A1ng-m%C3%A1t-i.13402666.16653489002?sp_atk=ba3ffadb-bb50-4bd6-8cef-812a0e5df917&xptdk=ba3ffadb-bb50-4bd6-8cef-812a0e5df917
"Đồ Bộ Nữ, Bộ Đũi Nữ, Áo Dài Tay, Quần Cộc, Vải Đũi Cao Cấp Không Nhăn, Quần Lưng Thun Mặc Nhà, Mặc Đi Chơi. Mã D1",₫219.000,"Đã bán 3,9k",,https://shopee.vn/%C4%90%E1%BB%93-B%E1%BB%99-N%E1%BB%AF-B%E1%BB%99-%C4%90%C5%A9i-N%E1%BB%AF-%C3%81o-D%C3%A0i-Tay-Qu%E1%BA%A7n-C%E1%BB%99c-V%E1%BA%A3i-%C4%90%C5%A9i-Cao-C%E1%BA%A5p-Kh%C3%B4ng-Nh%C4%83n-Qu%E1%BA%A7n-L%C6%B0ng-Thun-M%E1%BA%B7c-Nh%C3%A0-M%E1%BA%B7c-%C4%90i-Ch%C6%A1i.-M%C3%A3-D1-i.801393767.20346797757?sp_atk=3cd312c0-3e72-453a-824e-e9fcb5f21db7&xptdk=3cd312c0-3e72-453a-824e-e9fcb5f21db7
"ÁO THUN UNISEX RAGE OF THE SEA ""HOANGSA TRUONGSA""",₫185.000,"Đã bán 9,1k",,https://shopee.vn/%C3%81O-THUN-UNISEX-RAGE-OF-THE-SEA-HOANGSA-TRUONGSA--i.307351763.19346882273?sp_atk=ab83b98a-9d62-4535-baa3-6ee4e419f149&xptdk=ab83b98a-9d62-4535-baa3-6ee4e419f149
Quần lót lọt khe cao cấp chất đúc su Flower B3,₫10.900 - ₫11.900,"Đã bán 8,1k",,https://shopee.vn/Qu%E1%BA%A7n-l%C3%B3t-l%E1%BB%8Dt-khe-cao-c%E1%BA%A5p-ch%E1%BA%A5t-%C4%91%C3%BAc-su-Flower-B3-i.39923306.3350826483?sp_atk=67367ad9-de84-4638-84eb-b220dc8a1f96&xptdk=67367ad9-de84-4638-84eb-b220dc8a1f96
"Áo Thun Cộc Tay, Áo Len Cộc Tay LI VAI Cổ 3 Phân Siêu Xinh ( Có BigSize) 150",₫59.000 - ₫85.000,"Đã bán 2,8k",,https://shopee.vn/%C3%81o-Thun-C%E1%BB%99c-Tay-%C3%81o-Len-C%E1%BB%99c-Tay-LI-VAI-C%E1%BB%95-3-Ph%C3%A2n-Si%C3%AAu-Xinh-(-C%C3%B3-BigSize)-150-i.684640396.18745698250?sp_atk=6e9a62df-adf1-4cba-a0c6-fb9afdbd0a7f&xptdk=6e9a62df-adf1-4cba-a0c6-fb9afdbd0a7f
