titles,discripsion,lastest_Chap,condition,view,follow,link 
Ông Kẹ Sau 6H Tối!,"Mitozu- một thị trấn hẻo lánh nằm trong vùng núi với dân số vỏn vẹn 6000 người. Cứ mỗi khi đồng hồ điểm 6 giờ tối thi tiếng chuông lại vang lên. Khi đó Ông Kẹ sẽ xuất hiện, không một ai được ra khỏi nhà cho tới khi trời sáng.",Chapter 92,Tình trạng: Đang Cập Nhật,"Lượt xem: 573,216","Lượt theo dõi: 1,133",https://truyenqqhot.com/truyen-tranh/ong-ke-sau-6h-toi-5718
Dị Nhân Bất Tử,"Áo Luân trên đường đến Nhật tham gia giải đấu cờ vua, trên đường về gặp phải vụ nổ nhà máy điện Fukushima, tàu lửa bị chôn vùi, và chỉ có mỗi Áo Luân là còn sống sót. Từ đó trở đi, Áo Luân phát hiện bản thân mình bất tử... nhưng không phải chỉ có riêng mình là có dị năng...",Chapter 68,Tình trạng: Đang Cập Nhật,"Lượt xem: 263,465",Lượt theo dõi: 603,https://truyenqqhot.com/truyen-tranh/di-nhan-bat-tu-5706
Kỳ Án Có Thật,"Đồ đệ của Tướng gia - Lục Phong vì ân oán cá nhân mà rời khỏi cục cảnh sát, đồng thời hắn có thù hận sâu đậm với những người trong cục cảnh sát, từ đó mà bắt tay với xã hội đen tạo ra một loạt những vụ án kinh thiên động địa, tổ lục cửu có trách nhiệm xử lý những vụ án ly kỳ, bí ẩn khắp toàn nước, v...",Chapter 56,Tình trạng: Đang Cập Nhật,"Lượt xem: 100,519",Lượt theo dõi: 219,https://truyenqqhot.com/truyen-tranh/ky-an-co-that-5653
Kyou Mei Machi,"Bắt  đầu từ tiếng kêu của một loài côn trùng...dưới bầu trời trong  xanh kia, tất cả như hóa điên dại. Những người phụ nữ bị ảnh hưởng bởi tiếng kêu của loài côn trùng này đều trở thành những cuồng nhân lao vào tấn công đàn ông. Kết  quả của sự hỗn loạn này là hơn 70% diện tích nhật bản chìm trong h...",Chapter 20,Tình trạng: Đang Cập Nhật,"Lượt xem: 95,791",Lượt theo dõi: 335,https://truyenqqhot.com/truyen-tranh/kyou-mei-machi-5645
Tôi Có Thể Nhìn Thấy Chúng...,"Một cô nữ sinh trung học V.S Những bóng ma lang thang. Nếu lơ nó đi thì sẽ được thôi, phải không nhỉ ? Phim kinh dị thường như vậy lắm mà!",Chapter 57,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,761,766","Lượt theo dõi: 6,755",https://truyenqqhot.com/truyen-tranh/toi-co-the-nhin-thay-chung-5643
Hắc Bạch Hữu Thường,"Nghe nói rằng khi con người chết đi , ý thức sẽ hóa thành linh hồn , tiến vào vòng luân hồi . Nhưng trước khi đầu thai chuyển kiếp thì linh hồn của con người phải được siêu thoát .Nhưng lại có rất nhiều người đều không thể buông bỏ được chấp niệm của mình ( như lưu luyến hoặc trả thù ) . Và nhiệm vụ...",Chapter 22,Tình trạng: Đang Cập Nhật,"Lượt xem: 28,033",Lượt theo dõi: 160,https://truyenqqhot.com/truyen-tranh/hac-bach-huu-thuong-5641
Căn Phòng,"Một căn phòng bí ẩn. Một tiếng la hét thất thanh giữa khu phòng hoang vắng. Tất cả những kẻ đã và đang ở trong căn phòng buộc phải giải mã căn phòng nếu muốn sống sót. Liệu những kẻ chưa từng biết nhau, có thể sống sót giữa tình thế đó không?!",Chapter 6,Tình trạng: Đang Cập Nhật,"Lượt xem: 48,213",Lượt theo dõi: 147,https://truyenqqhot.com/truyen-tranh/can-phong-5605
Biệt Đội Tế Bào Black,"1 phiên bản máu me hơn, khốc liệt hơn, 18+ hơn!!!!",Chapter 10,Tình trạng: Đang Cập Nhật,"Lượt xem: 25,804",Lượt theo dõi: 153,https://truyenqqhot.com/truyen-tranh/biet-doi-te-bao-black-5582
Lớp Học Tử Vong,"Bạn có thấy đến lớp ngày nào cũng chán như nhau? Muốn trải nghiệm những chuyện kích thích: động đất, sóng thần, chuột khổng lồ, khủng long, zombie... Từ hôm nay, trường học sẽ rơi vào luân hồi tử vong, trải hết tai nạn này đến tai nạn khác, chết đi sống lại...",Chapter 7,Tình trạng: Đang Cập Nhật,"Lượt xem: 19,573",Lượt theo dõi: 89,https://truyenqqhot.com/truyen-tranh/lop-hoc-tu-vong-5578
7'S-Sevenths,"Nagisa bất ngờ lên tiếng tỏ tình với Jou. Địa ngục chính thức bắt đầu từ đây.  Jou phát chán với việc Nagisa kiên trì nói về việc ""bảo vệ bản thân"". Jigen Rider, xuất hiện cùng chiếc xe đạp trên đường phố ồn ào.  Hai học sinh trung học trốn chạy khỏi khoảng thời gian hẹp với sự chồng chéo của sự tàn...",Chapter 7,Tình trạng: Đang Cập Nhật,"Lượt xem: 20,164",Lượt theo dõi: 181,https://truyenqqhot.com/truyen-tranh/7s-sevenths-5571
Du Thuyền Đẫm Máu,"Một du thuyền sang chảnh được phát vé miễn phí cho các khách mời may mắn, đổi lại họ phải đeo trên tay nhãn dán mang kí hiệu nhóm máu của mình. Từng hành khách trên con thuyền đâu biết rằng họ chính là những con mồi béo bở cho lũ nhà giàu đứng sau?!",Chapter 20.2,Tình trạng: Đang Cập Nhật,"Lượt xem: 178,466","Lượt theo dõi: 1,048",https://truyenqqhot.com/truyen-tranh/du-thuyen-dam-mau-5558
Yajin,Bạn không thể nhìn thấy hồn ma. Bạn không thể chạm vào hồn ma. Bạn thậm chí không thể nói rằng hồn ma có tồn tại hay không.  Onda Iko là một học sinh trung học và có thể nhìn thấy ma. Phòng của Onda Iko là nơi các hồn ma thường xuyên lui tới.   Câu chuyện phưu lưu của họ bắt đầu.,Chapter 18,Tình trạng: Đang Cập Nhật,"Lượt xem: 38,589",Lượt theo dõi: 188,https://truyenqqhot.com/truyen-tranh/yajin-5545
Ma Đạo Tổ Sư- Mao Đoàn Tiểu Kiếm Kiếm,"Là truyện đam mỹ  Mười ba năm trước, Ngụy Vô Tiện sa chân vào ma đạo, trở thành một ma đầu bị người người hô đánh, bị sư đệ thân thiết dẫn tứ đại gia tộc tiến đánh, cuối cùng phản phệ chết thảm. Mười ba năm sau, có người hiến xá cho Ngụy Vô Tiện trở lại nhân gian, được Lam Vong Cơ nhận ra và đưa về ...",Chapter 142,Tình trạng: Đang Cập Nhật,"Lượt xem: 385,863",Lượt theo dõi: 979,https://truyenqqhot.com/truyen-tranh/ma-dao-to-su-mao-doan-tieu-kiem-kiem-5539
Ushiro - The Somber God Of Death,Manga dựa trên một dự án game bị ngừng của Level five,Chapter 1,Tình trạng: Đang Cập Nhật,"Lượt xem: 6,384",Lượt theo dõi: 63,https://truyenqqhot.com/truyen-tranh/ushiro-the-somber-god-of-death-5484
Nữ Ngỗ Tác Họa Cốt,"Kỷ Vân Thư trọng sinh lại đối mặt với cảnh gia đình tranh chấp lục đục, đành đóng giả con trai, làm ngỗ tác cho nha môn, một đôi tay thần vẽ ra khuôn mặt người đã khuất, đồng thời cũng tìm ra chân tướng, xoá sạch oan khuất. Nàng vốn chỉ mong có thể bình thản sống trọn đời này, ngờ đâu lại vô tình cư...",Chapter 18,Tình trạng: Đang Cập Nhật,"Lượt xem: 26,227",Lượt theo dõi: 220,https://truyenqqhot.com/truyen-tranh/nu-ngo-tac-hoa-cot-5468
Billy Bat,"Billy Bat là một tác phẩm với tình tiết lôi cuốn đan xen giữa hai bối cảnh thực hư hư thực.  Bộ truyện mà các bạn đang đọc do Naoki Urasawa hợp tác cùng Takashi Nagasaki ( Chủ nhân của các manga kinh điển như Monster, 20th Century Boys, Master Keaton, Pluto) sáng tác.  Billy Bat không được đánh giá ...",Chapter 165,Tình trạng: Đang Cập Nhật,"Lượt xem: 315,128",Lượt theo dõi: 330,https://truyenqqhot.com/truyen-tranh/billy-bat-5465
Phải Lòng Âm Gian Tiểu Kiều Thê,,Chapter 8,Tình trạng: Đang Cập Nhật,"Lượt xem: 13,781",Lượt theo dõi: 102,https://truyenqqhot.com/truyen-tranh/phai-long-am-gian-tieu-kieu-the-5461
Umineko No Naku Koro Ni Chiru Ep 5: End Of The Golden Witch,"Phần tiếp theo của umineko no naku koro ni  : Bây giờ Beatrice hoàn tất mất ý thức và tình trạng như một con búp bê không cảm xúc và hành động,Battler phải chiến đấu với Lamdbadelta, Bernkastel và mảnh của Bernkastel là Erika để cứu Beatrice.",Chapter 29,Tình trạng: Đang Cập Nhật,"Lượt xem: 40,472",Lượt theo dõi: 127,https://truyenqqhot.com/truyen-tranh/umineko-no-naku-koro-ni-chiru-ep-5-end-of-the-golden-witch-5459
RạP ChiếU Phim ĐịA NgụC,"Nếu bạn nhặt được một tờ rơi phim kinh dị của « Rạp Chiếu Phim Địa Ngục », bạn sẽ phát hiện ra tên của mình xuất hiện trong danh sách các diễn viên phim kinh dị! Không những thế, bạn sẽ bị bắt buộc tham gia bộ phim kinh dị đó. Sắm vai một nhân vật trong đó, bạn nhất thiết phải tuân theo yêu cầu của ...",Chapter 38,Tình trạng: Đang Cập Nhật,"Lượt xem: 69,267",Lượt theo dõi: 561,https://truyenqqhot.com/truyen-tranh/rap-chieu-phim-dia-nguc-5442
Memento Memori,"Đôi mắt đó phản ánh cái chết... một ngày nào đó có thể cứu được mạng sống bằng đôi tay này... ! Isshin - Nhân vật chính như một con sói cô độc, có năng lực nhìn thấy ""tuổi thọ của ai đó còn bao lâu nữa"". Một ngày cậu gặp một cô gái ở trường mà cậu mới chuyển tới. Cậu nhìn và thấy cô ấy chỉ còn 78 gi...",Chapter 25,Tình trạng: Đang Cập Nhật,"Lượt xem: 99,418",Lượt theo dõi: 754,https://truyenqqhot.com/truyen-tranh/memento-memori-5432
Sensei No Yasashi Koroshi Kata,Arisu Riko và thầy giáo của cô có một bí mật mà không ai biết đến. Mọi người trong lớp ai cũng nghĩ hai người họ có mối quan hệ mờ ám nhưng sự thật liệu có thế...Quan hệ thật sự của họ là gì? Quá khứ của ra sao?...,Chapter 9,Tình trạng: Đang Cập Nhật,"Lượt xem: 151,899","Lượt theo dõi: 1,139",https://truyenqqhot.com/truyen-tranh/sensei-no-yasashi-koroshi-kata-5427
Smokin’ Parade,Những vụ giết người ngày càng diễn ra nhiều hơn.Chưa có một thông tin chính xác nào về chuyện này…Là một băng đảng tội phạm? Hay chỉ là một tên giết người đứng sau chuyện này?..Vũ khí hắn dùng là gì?..Hiện trường vụ án luôn có một đầu thú kì quặc ở đó…..Vậy là sao?,Chapter 12,Tình trạng: Đang Cập Nhật,"Lượt xem: 33,395",Lượt theo dõi: 187,https://truyenqqhot.com/truyen-tranh/smokin-parade-5419
Haunted Room,Thanh niên thuê trọ bị ma ám,Chapter 2,Tình trạng: Đang Cập Nhật,"Lượt xem: 13,853",Lượt theo dõi: 103,https://truyenqqhot.com/truyen-tranh/haunted-room-5413
Innocent Rouge (Innocent Phần 2),"Đêm trước của cuộc cách mạng Pháp, năm 1772: Người anh cả của gia đình Sanson, Charles-Henri, đã trở thành một đao phủ thực thụ Trong khi đó, em gái của anh ta, Marie-Joseph đang sống tự do ở Versailles Innocent Rouge là sự tiếp nối trực tiếp cốt truyện của Innocent, tập trung nhiều hơn vào Marie Jo...",Chapter 88,Tình trạng: Đang Cập Nhật,"Lượt xem: 361,199",Lượt theo dõi: 471,https://truyenqqhot.com/truyen-tranh/innocent-rouge-innocent-phan-2-5396
Tiểu Yêu Tinh Điều Giáo Bảo Điển,"Hắn là chủ nhân của nàng, nàng vốn dĩ chỉ là một lang nữ được hắn nhặt về mà thôi.Hắn cao cao tại thượng, nàng cũng chỉ là một Tiểu Thất bé nhỏ của Vạn Ảnh LầuNàng là tác phẩm hoàn mỹ nhất do hắn tự tay tạo nên, nhưng lại không ngờ tới rằng, một lần gặp lại nhau nơi hoàng cung ấy, nàng đã không còn ...",Chapter 105,Tình trạng: Đang Cập Nhật,"Lượt xem: 197,207",Lượt theo dõi: 464,https://truyenqqhot.com/truyen-tranh/tieu-yeu-tinh-dieu-giao-bao-dien-5370
Yukoku No Moriarty,Câu chuyện về Sherlock Holmes được kể dưới góc nhìn của nhân vật chính Moriarty cũng như động lực khiên Moriaty trở thành tội phạm nguy hiểm nhất trong lịch sử Anh quốc.,Chapter 67,Tình trạng: Đang Cập Nhật,"Lượt xem: 905,178","Lượt theo dõi: 3,597",https://truyenqqhot.com/truyen-tranh/yukoku-no-moriarty-5344
Tokyo Undead,,Chapter 25,Tình trạng: Đang Cập Nhật,"Lượt xem: 168,637",Lượt theo dõi: 299,https://truyenqqhot.com/truyen-tranh/tokyo-undead-5343
Funouhan,"Tại công viên , bạn sẽ gặp một người đàn ông mặc bộ đồ đen với đôi mắt đỏ . Bạn có thể yêu cầu hắn giết bất kì ai bạn muốn . Hắn không bao giờ bị bắt bởi hắn chưa từng có bất kì hành động bất hợp pháp nào. Hãy đề nghị hắn..Hắn sẽ giúp bạn…Hỡi loài người ngu dối kia…",Chapter 38,Tình trạng: Đang Cập Nhật,"Lượt xem: 239,696","Lượt theo dõi: 1,034",https://truyenqqhot.com/truyen-tranh/funouhan-5301
Hỗn Độn Nhân Loại,"-Ấy ấy, vị tiên sinh này :D , đừng bỏ đi vì ký danh. Chí ít hãy đọc qua vài chương cho tại hạ đã. Đây sẽ là một bộ tiểu thuyết lấy sắc hiệp làm chủ đạo hay nhất hoặc cũng có thể là dở nhất. Nhưng dù gì đi chăng nữa xin đừng bỏ qua.- Nhân vật chính của truyện, Mao Cẩm Hạo, một kẻ bình thường có thể g...",Chapter 4,Tình trạng: Đang Cập Nhật,"Lượt xem: 15,291",Lượt theo dõi: 35,https://truyenqqhot.com/truyen-tranh/hon-don-nhan-loai-5271
Pandamic,"Suốt quãng đời học sinh, Kokage Minita bị bắt nạt chỉ vì tên của mình. Sau khi ra trường, cậu quyết định thay đổi cái tên đem lại xui xẻo đó và kiếm một công việc làm thêm. Bất ngờ một ngày cuộc đời cậu thay đổi hoàn toàn sau một sự cố...",Chapter 2,Tình trạng: Đang Cập Nhật,"Lượt xem: 11,038",Lượt theo dõi: 38,https://truyenqqhot.com/truyen-tranh/pandamic-5266
Saeism,"Kuniki là 1 cô bé bị bạn bè bắt nạt,cô đã luôn chịu sự nhục nhã này mỗi ngàyĐến một ngày,cô bé được Sae cứu giúp,Kuniki đã tin tưởng tuyệt đối vào cô bạn nàyTuy nhiên đối với Sae,Kuniki là 1 thứ gì đó mà cô muốn độc chiếm bằng bất cứ giá nào",Chapter 17,Tình trạng: Đang Cập Nhật,"Lượt xem: 50,156",Lượt theo dõi: 160,https://truyenqqhot.com/truyen-tranh/saeism-5259
Mina-Sama No Omocha Desu,"Tsukimiya là một thanh niên đẹp trai, nổi tiếng, vì mẹ mất sớm nên cậu có trách nhiệm gánh vác công việc nội trợ của gia đình. Cậu thương thầm nhớ trộm một người giáo viên ở trường đến mức từ chối hết tất cả những người tỏ tình mình. Đắng lòng thay cậu lại bị vướng vào một đường dây bắt cóc người. N...",Chapter 2,Tình trạng: Đang Cập Nhật,"Lượt xem: 29,169",Lượt theo dõi: 177,https://truyenqqhot.com/truyen-tranh/mina-sama-no-omocha-desu-5243
Hello Dư Tuyết Đặc,Kể về cuộc đời của một chú mèo chuyên gia quậy phá!Và gây phiền phức cho mọi người xung quanh! MÀ lại rất lười biếng! Và lúc nào cũng tỏ cái mặt cool ngầu,Chapter 2,Tình trạng: Đang Cập Nhật,"Lượt xem: 7,738",Lượt theo dõi: 9,https://truyenqqhot.com/truyen-tranh/hello-du-tuyet-dac-5237
Bio-Meat: Nectar,"Con người gặp khó khăn trong việc tìm kiếm thức ăn, trong khi rác thải ra lại quá nhiều. Do đó các nhà khoa học đã chế tạo 1 sinh vật- 1 cỗ máy sinh học sống bằng cách ăn rác thải và sau đó sẽ bị giết làm nguồn cung cấp thức ăn cho con người. Nhưng mọi chuyện đã vượt ngoài tầm kiểm soát ở Tokyo...",Chapter 105,Tình trạng: Đang Cập Nhật,"Lượt xem: 246,109",Lượt theo dõi: 226,https://truyenqqhot.com/truyen-tranh/bio-meat-nectar-5226
When Night Falls,"Đây là 1 manga hình sự gay cấn, kể về 1 cậu thiếu niên có thể giết người trong chính giấc mơ của nạn nhân bị cậu ta giết",Chapter 34,Tình trạng: Đang Cập Nhật,"Lượt xem: 212,769",Lượt theo dõi: 845,https://truyenqqhot.com/truyen-tranh/when-night-falls-5213
