titles,lastest_Chap,types,views,follows,condition,discription,teasers,links 
Isekai Yakkyoku,Chapter 44,Tình trạng:Đang tiến hành,Bình luận:2.259,Ngày cập nhật:03/12/22,Lượt xem:4.898K,"Một nhà nghiên cứu dược trẻ tuổi tại Nhật đã chết do làm việc quá sức, sau đó tái sinh ở một thế giới song song thời trung cổ. Cậu đầu thai thành một thực tập sinh 10 tuổi theo học tại trường Y học Hoàng Gia và có một số kĩ năng đặc biệt như nhìn thấu bệnh lí, kiến tạo cũng như phá hủy vật chất. Trong cái xã hội mà y sĩ và dược phẩm đầy rẫy nhưng thường dân vẫn phải chịu cảnh lầm than, anh main sẽ làm gì để giúp đỡ chúng sinh đây? Mời các bạn đón đọc một bộ truyện chuyển sinh thể loại cứu người vừa ra lò ...",//st.nettruyenup.com/data/comics/228/isekai-yakkyoku.jpg,https://www.nettruyenup.com/truyen-tranh/isekai-yakkyoku-153320
Từ Phù Thủy Mạnh Nhất Khu Ổ Chuột Đến Vô Song Tại Học Viện Pháp Thuật Hoàng Gia,Chapter 63,"Thể loại:Action, Adventure, Drama, Fantasy, Manga, Mystery, School Life, Seinen, Shounen",Tình trạng:Đang tiến hành,Bình luận:3.803,Tác giả:KANKITSU Yusura - Nagatsuki Fumi,"Áp đảo giới quý tộc, pháp sư mạnh nhất từ khu ổ chuột !! Ars vốn là một thằng ăn cắp vặt trong khu ổ chuột. Và được nhận nuôi để trở thành sát thủ. Ở tuổi 15, Ars được khuyên nên đi học để đủ tiêu chuẩn trở thành ""Pháp sư"". Vừa bước vào cổng trường, là sự xuất hiện của những quý tộc có trình độ không bằng một cái móng tay của Ars, người đã vượt qua kỳ kiểm tra đầu vào với khả năng vượt trội, bắt đầu một cuộc sống khác thường .Là học sinh vào ban ngày và một sát thủ vào ban đêm !!",//st.nettruyenup.com/data/comics/128/tu-phu-thuy-manh-nhat-khu-o-chuot-den-vo-314.jpg,https://www.nettruyenup.com/truyen-tranh/tu-phu-thuy-manh-nhat-khu-o-chuot-den-vo-song-tai-hoc-vien-phap-thuat-hoang-gia-380160
Tôi Đã Đình Công Vì Đã Đến Hạn Chót,Chapter 4,"Thể loại:Drama, Fantasy, Manhwa, Ngôn Tình, Romance, Truyện Màu",Lượt xem:46K,Theo dõi:5.282,Tình trạng:Đang tiến hành,"Cô ấy chỉ còn một tháng để sống, vì vậy cô ấy đã đình công và không muốn cha cô ấy mong đợi cô ấy sống như con gái của ông với những điều phiền phức và phức tạp như vậy. Sau đó, cô ấy đã mua một ngôi nhà của riêng mình, kết bạn và tỏ tình với anh ấy nhưng… nó thực sự không phải là hạn chót ?! * * * “Young-ae chỉ có thể sống trong một tháng.” Ô đúng rồi? Sau đó, “Imperial White Magnolia” và “The Flower of the Social World” đều sẽ đình công! Đừng mong đợi cha và các anh trai của tôi là con gái của tôi nữa. Ngay từ đầu anh đã đối xử với em như một người khác rồi sao? Bây giờ tôi chỉ còn một tháng nữa để sống với những thứ phiền phức và phức tạp như vậy! …… Cô ấy đã đình công vì cô ấy có thời hạn, nhưng cô ấy không đến hạn.",//st.nettruyenup.com/data/comics/254/toi-da-dinh-cong-vi-da-den-han-chot.jpg,https://www.nettruyenup.com/truyen-tranh/toi-da-dinh-cong-vi-da-den-han-chot-75006
Dây Xích Kiềm Chế Nam Chính Hắc Ám Tuột Mất Rồi,Chapter 52,"Thể loại:Chuyển Sinh, Cổ Đại, Drama, Manhwa, Ngôn Tình, Romance, Shoujo, Truyện Màu, Webtoon",Lượt xem:3.550K,Theo dõi:65K,Tình trạng:Đang tiến hành,"Tôi chuyển sinh vào trong một cuốn tiểu thuyết và trở thành nhân vật phản diện, Serina, người xuất thân từ gia đình Ducal Melford danh giá. Là một nhân vật cao quý, tôi đã cố gắng để tâm đến việc riêng của mình, nhưng câu chuyện dường như lại có những ý tưởng khác nữa. Một người mẹ tự xưng đã mang về một cậu bé - người thừa kế của công tước và một phù thủy thiên tài - với ý định tẩy não và hắc hóa cậu. Nội dung của việc tẩy não là hai điều: 1. Hãy vâng lời gia đình chúng tôi. 2. Và yêu Serina. Nhờ đó, tên yandere bị tẩy não bị ám ảnh bởi tôi… Nhưng tôi không thể làm điều này. Tôi phải phá hủy đi sự tẩy não của nhân vật này! Nhân tiện, tình huống này là gì? “Bây giờ việc tẩy não không còn nữa, tôi sẽ làm theo ý mình. Vì vậy, Serina, làm ơn, chúng ta hãy cố gắng hết sức mình. ” Tôi đã giải quyết xong vụ tẩy não của anh ta… nhưng tại sao anh ta có vẻ còn điên cuồng hơn trước - Tôi đã phạm sai lầm gì ư?",//st.nettruyenup.com/data/comics/124/day-xich-kiem-che-nam-chinh-hac-am-tuot-6481.jpg,https://www.nettruyenup.com/truyen-tranh/day-xich-kiem-che-nam-chinh-hac-am-tuot-mat-roi-515800
Đã Nếm Thử Thì Ăn Luôn Một Miếng Đi,Chapter 27,"Thể loại:Comedy, Drama, Fantasy, Manhwa, Ngôn Tình, Romance, Truyện Màu, Webtoon, Xuyên Không",Lượt xem:3.344K,Theo dõi:44K,Tình trạng:Đang tiến hành,"Câu chuyện kể về Legion, tướng quân của quân chinh phạt bị mất vị giác do lời nguyền. Và công chúa Luana, người có thẻe khiến ngài ấy ăn ngon miệng!",//st.nettruyenup.com/data/comics/68/da-nem-thu-thi-an-luon-mot-mieng-di.jpg,https://www.nettruyenup.com/truyen-tranh/da-nem-thu-thi-an-luon-mot-mieng-di-65092
"Level 1 Kara Hajimaru Shoukan Musou: Ore Dake Tsukaeru Ura Dungeon De, Subete No Tenseisha O Bucchigiru",Chapter 7,"Thể loại:Action, Adventure, Drama, Manga",Tình trạng:Đang tiến hành,Bình luận:347,Tác giả:Arata Shiraishi,"Iijima Shinobu đã chết cùng với em gái yêu quý và cha nuôi của mình trong một vụ hỏa hoạn bí ẩn. Sau khi tỉnh dậy, anh nhận ra rằng mình đã được đầu thai vào thế giới của một trò chơi mà anh đã chơi. Shinobu tuyệt vọng vì toàn bộ dữ liệu game của anh đã bị cha nuôi xóa sạch và anh phải bắt đầu lại từ phần hướng dẫn khi biết rằng em gái mình sắp được đầu thai vào thế giới này. Để ngăn cản cha nuôi – một trong những người chơi hàng đầu – nhắm vào em gái mình, anh quyết tâm trở thành người mạnh nhất, bất kể sẽ phải chịu bao nhiêu đau khổ!",//st.nettruyenup.com/data/comics/91/level-1-kara-hajimaru-shoukan-musou-ore-3505.jpg,https://www.nettruyenup.com/truyen-tranh/level-1-kara-hajimaru-shoukan-musou-ore-dake-tsukaeru-ura-dungeon-de-subete-no-tenseisha-o-bucchigiru-63067
Tôi Trở Thành Em Gái Của Nam Chính Tiểu Thuyết BL,Chapter 40,"Thể loại:Drama, Manhwa, Ngôn Tình, Romance, Shoujo, Truyện Màu",Tình trạng:Đang tiến hành,Bình luận:1.657,Tác giả:Purple Lemon,"Tôi đã chuyển sinh vào thế giới của tiểu thuyết BL , nơi tôi đã để lại một bình luận cay độc của mình. Hơn hết, tôi trở thành em gái nuôi của bias tôi yêu quí: nam chính bị ám ảnh, người sau này hối hận vì hành động của mình, nhưng cuối cùng vẫn chết cùng với công tước. Vì vậy, tôi đã quyết tâm. Vì tôi đã chuyển sinh đến thế giới này, tôi không thể đứng nhìn bias của mình chết. Ngoài ra, tôi cũng không muốn chết. Đó là lý do tại sao, thưa tác giả, tôi sẽ cần thay đổi cái kết của tiểu thuyết này một chút! Từ đến . Từ đến . “Anh à, anh cũng hãy cười như vậy trước mặt người khác nhé.” Tôi nói với Lucian, người không mỉm cười dù chỉ một chút trước mặt người khác. “…” Yêu cầu đó có quá bất thường không? Lucian nhìn tôi với vẻ mặt kỳ lạ. “Nếu anh làm được điều đó, em sẽ tặng bạn một món quà.” Tôi nói vậy bởi vì tôi muốn giúp anh ấy bằng mọi cách. Anh ấy nhìn tôi một chút và do dự trước khi trả lời, “Một món quà … Có gì tốt không?” “Tất nhiên!” Khoảnh khắc tôi đưa ra câu trả lời chắc chắn đó, biểu hiện của anh ấy ngay lập tức thay đổi thành biểu hiện của một kẻ săn mồi đang chết đói … Tôi có mắc sai lầm không? Sau đó, Lucian bình tĩnh trả lời với vẻ mặt đầy mong đợi. “Hãy cho anh em đi, Rachel.” Hả? Anh ấy đang nói gì? Anh ấy vừa yêu cầu cái gì cơ?",//st.nettruyenup.com/data/comics/41/toi-tro-thanh-em-gai-cua-nam-chinh-tieu-3092.jpg,https://www.nettruyenup.com/truyen-tranh/toi-tro-thanh-em-gai-cua-nam-chinh-tieu-thuyet-bl-658330
Cửu Vĩ Hồ Ly Màu,Chapter 320,Tác giả:Kishimoto Mashashi,Lượt xem:5.504K,Theo dõi:9.808,Tình trạng:Đang tiến hành,"Naruto là một cậu bé có mơ ước trở thành hokage của làng Konoha,được Hokage phong ấn trong người một trong 9 quái vật của thể giới : Cửu vĩ Hồ ly. Vì cho cậu là một con quái vật, ko ai dám chơi với cậu!& Vì muốn được thừa nhận nên rất phá phách.Khi tốt nghiệp trướng ninja, lần đầu tiên cậu đã được thừa nhận và có một người bạn thân là Sasuke",//st.nettruyenup.com/data/comics/31/cuu-vi-ho-ly-mau.jpg,https://www.nettruyenup.com/truyen-tranh/cuu-vi-ho-ly-mau-235830
Cao Thủ Bên Người Giáo Hoa,Chapter 19,Tình trạng:Đang tiến hành,Bình luận:220,Ngày cập nhật:27/11/22,Lượt xem:322K,,//st.nettruyenup.com/data/comics/208/cao-thu-ben-nguoi-giao-hoa.jpg,https://www.nettruyenup.com/truyen-tranh/cao-thu-ben-nguoi-giao-hoa-70352
Tôi Vẫn Còn Sống...,Chapter 11,"Thể loại:Drama, Manga, Seinen, Slice of Life",Tình trạng:Đang tiến hành,Bình luận:413,Tác giả:Hiroshi Motomiya,"Ở tuổi 60, Okada Kenzo phải đối mặt với những biến cố lớn nhất cuộc đời. Ông trở thành kẻ thất nghiệp. Vợ con ông bỏ đi, đem theo hết số tiền mà ông dành cả đời để tích luỹ. Sức khoẻ của ông đã ở phía bên kia sườn dốc. Tuyệt vọng và chán nản, ông vào rừng để tự kết liễu đời mình, nhưng lại bất thành. Vì thế, ông quyết định sẽ sống nốt phần đời còn lại của mình nơi rừng núi, qua đó tìm lại những giá trị cơ bản nhất của cuộc sống...P/s: Truyện này được in thành 2 tập nhưng lại không chia chương. Vì thế nên mình sẽ tự chia chương dựa theo cảm nhận của mình về mạch truyện. Chắc sẽ tầm 10 chương gì đó.",//st.nettruyenup.com/data/comics/217/toi-van-con-song.jpg,https://www.nettruyenup.com/truyen-tranh/toi-van-con-song-73177
Thứ mà đôi ta mong muốn,Chapter 82,"Thể loại:Comedy, Drama, Manga, Shoujo",Lượt xem:2.129K,Theo dõi:16K,Tình trạng:Đang tiến hành,"Sau khi tan ca,main đi nhậu và uống với 1 em, sáng hôm sau thức dậy thấy em ấy nằm kế bên mình và...anh em đọc rồi sẽ rõ nhé :))",//st.nettruyenup.com/data/comics/100/thu-ma-doi-ta-mong-muon-2765.jpg,https://www.nettruyenup.com/truyen-tranh/thu-ma-doi-ta-mong-muon-195560
Sếp thú tính nhà bên,Chapter 75,Tác giả:KOKONOE CHIKA,Lượt xem:9.001K,Theo dõi:22K,Tình trạng:Đang tiến hành,"Ngay tại ban công, những ngón tay nóng bỏng đang chạm vào nơi nhạy cảm nhất của cô ấy. Phải làm gì đây khi sếp lại là gã hàng xóm thú tính và cuồng nhiệt?",//st.nettruyenup.com/data/comics/230/sep-thu-tinh-nha-ben.jpg,https://www.nettruyenup.com/truyen-tranh/sep-thu-tinh-nha-ben-355580
Koko wa Ima kara Rinri desu.,Chapter 34,"Thể loại:Drama, Manga, School Life, Seinen",Tình trạng:Đang tiến hành,Bình luận:1.053,Tác giả:Amase Shiori,"""Đạo đức"" là một thứ chuẩn mực, nguyên tắc vô hình của nhân loại. Sẽ ra sao nếu có 1 lớp học về đạo đức và triết lý cuộc sống? Lớp học đạo đức tuyệt vời của thầy giáo Takayanagi sẽ đối mặt với các vấn đề của các học sinh và lập trường riêng của mỗi người.",//st.nettruyenup.com/data/comics/128/koko-wa-ima-kara-rinri-desu.png,https://www.nettruyenup.com/truyen-tranh/koko-wa-ima-kara-rinri-desu-244480
Dã nhân tái sinh,Chapter 30,"Thể loại:Action, Adventure, Chuyển Sinh, Comedy, Drama, Fantasy, Manga, Martial Arts, Mature, Shounen",Tình trạng:Đang tiến hành,Bình luận:824,Tác giả:Yazin,"Tôi bất ngờ lìa đời.Rồi gặp phải một tên thần linh nửa vời, sau màn chào hỏi nửa vời, tôi bị hắn đẩy xuống một vùng rừng rú hoang dã. Không có phép thuật. Không cheat gì luôn. Thứ duy nhất tôi có thể dựa vào chỉ là trí khôn cùng với karate của mình. Mọi điều còn lại là bảo vệ bản thân trước thế giới mới khắc nghiệt này!!",//st.nettruyenup.com/data/comics/187/da-nhan-tai-sinh.jpg,https://www.nettruyenup.com/truyen-tranh/da-nhan-tai-sinh-72379
"Dù tôi là kẻ rình rập, nhưng lại phải đi tóm những kẻ bám đuôi",Chapter 3,"Thể loại:Drama, Manga, Mystery, Psychological, Shounen, Trinh Thám",Tình trạng:Đang tiến hành,Bình luận:15,Tác giả:Monma Tsukasa,"Hideo Kagenuma,Năm 4 trung học. Hiện đang vật lộn tìm kiếm việc làm. Sở thích duy nhất của Kagenuma là đi theo bất cứ người phụ nữ xinh đẹp mà mình bắt gặp được rồi ghi chép vào một quyển sổ. Vào ngày đẹp trời, Kagenuma thề rằng ""đây là cuối cùng"" và bám đuôi một cô gái xinh đẹp rồi bị tóm tại trận, cô gái yêu cầu Kagenuma phải tóm được kẻ biến thái bệnh hoạn cũng đang bám đuôi cô không thì sẽ trình báo cậu là kẻ bám đuổi rồi cho ăn cơm tù. Không còn cách nào khác, bằng những kiến thức và kinh nghiệp bám đuôi, cậu đi điều tra những kẻ bám đuôi!! Một bộ truyện trinh thám và rất nhiều plot twist bắt đầu",//st.nettruyenup.com/data/comics/93/du-toi-la-ke-rinh-rap-nhung-lai-phai-di-5907.jpg,https://www.nettruyenup.com/truyen-tranh/du-toi-la-ke-rinh-rap-nhung-lai-phai-di-tom-nhung-ke-bam-duoi-74589
Sự Sống Sót Của Kẻ Chiêu Hồn,Chapter 36,"Thể loại:Comedy, Đam Mỹ, Drama, Manhwa, Mystery, Shounen Ai, Supernatural, Webtoon",Lượt xem:253K,Theo dõi:7.154,Tình trạng:Đang tiến hành,"Khi tên tự ti yếu ớt Choi Yikyung lần đầu tiên nhận ra bản thân là một người chơi. Cậu ta nghĩ mình đã trúng giải độc đắc lớn. Trong trí tưởng tượng của cậu, Chiêu hồn sư có vẻ là sự hợp nhất của ngầu lòi và thú zị. Khi ấy, cậu không hề biết Chiêu hồn là chức nghiệp tệ nhất quả đất!!! Nhưng, khi Yikyung tiến vào khu vực mới mở cửa trở lại, Tháp linh hồn, để tìm kiếm vật phẩm nâng cấp, cậu ta đã bị hút vào một vùng bí ẩn và đập vào mắt là một xác chết kinh khủng. “Ding!” Cửa sổ nhiệm vụt hiện lên với dòng chữ: ""Bạn đã lập khế ước với Seo Dawon, một linh hồn đầy thù hận.” Khi thực hiện quest, cũng chẳng sao lắm nếu làm quen với một hay hai người, nhất là khi trong số đó là linh hồn của một anh chàng đẹp try và mạnh đến super hyper ultra ultimate vjp pro. Sau cùng thì, ""Đi một mình cũng thật nguy hiểm"" mà!",//st.nettruyenup.com/data/comics/91/su-song-sot-cua-ke-chieu-hon.jpg,https://www.nettruyenup.com/truyen-tranh/su-song-sot-cua-ke-chieu-hon-607631
